"SteuerJahr","QuarSort","QuarLang","SteuerTarifSort","SteuerTarifLang","SteuerVermoegen_p50","SteuerVermoegen_p25","SteuerVermoegen_p75"
2007,102,"Wipkingen",0,"Grundtarif",26,1,119
2007,102,"Wipkingen",1,"Verheiratetentarif",83,1.5,372.5
2007,102,"Wipkingen",2,"Einelternfamilientarif",14,0,74
2007,111,"Affoltern",0,"Grundtarif",15,0,92
2007,111,"Affoltern",1,"Verheiratetentarif",61,0,237
2007,111,"Affoltern",2,"Einelternfamilientarif",2,0,29
2007,115,"Oerlikon",0,"Grundtarif",25,0,129
2007,115,"Oerlikon",1,"Verheiratetentarif",95,2,368
2007,115,"Oerlikon",2,"Einelternfamilientarif",5,0,58.5
2007,119,"Seebach",0,"Grundtarif",12,0,82
2007,119,"Seebach",1,"Verheiratetentarif",42,0,235
2007,119,"Seebach",2,"Einelternfamilientarif",0,0,21.5
2007,121,"Saatlen",0,"Grundtarif",11,0,71
2007,121,"Saatlen",1,"Verheiratetentarif",28,0,147
2007,121,"Saatlen",2,"Einelternfamilientarif",0,0,18
2007,122,"Schwamendingen-Mitte",0,"Grundtarif",9,0,77
2007,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",24,0,186
2007,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",0,0,9.5
2007,123,"Hirzenbach",0,"Grundtarif",10,0,69
2007,123,"Hirzenbach",1,"Verheiratetentarif",27,0,152
2007,123,"Hirzenbach",2,"Einelternfamilientarif",0,0,14
2008,11,"Rathaus",0,"Grundtarif",28,0,182
2008,11,"Rathaus",1,"Verheiratetentarif",268,63,1005
2008,11,"Rathaus",2,"Einelternfamilientarif",72,0,298
2008,12,"Hochschulen",0,"Grundtarif",47,2,282
2008,12,"Hochschulen",1,"Verheiratetentarif",235,38,1028
2008,12,"Hochschulen",2,"Einelternfamilientarif",,,
2008,13,"Lindenhof",0,"Grundtarif",55.5,4,341
2008,13,"Lindenhof",1,"Verheiratetentarif",474,113,1655
2008,13,"Lindenhof",2,"Einelternfamilientarif",,,
2008,14,"City",0,"Grundtarif",19,0,115
2008,14,"City",1,"Verheiratetentarif",76,16,524
2008,14,"City",2,"Einelternfamilientarif",,,
2008,21,"Wollishofen",0,"Grundtarif",35,3,171
2008,21,"Wollishofen",1,"Verheiratetentarif",163,27,481
2008,21,"Wollishofen",2,"Einelternfamilientarif",18,0,96
2008,23,"Leimbach",0,"Grundtarif",30,1,156
2008,23,"Leimbach",1,"Verheiratetentarif",100,11,312
2008,23,"Leimbach",2,"Einelternfamilientarif",4,0,41
2008,24,"Enge",0,"Grundtarif",45,3,230
2008,24,"Enge",1,"Verheiratetentarif",250,39,853
2008,24,"Enge",2,"Einelternfamilientarif",34,0,147.5
2008,31,"Alt-Wiedikon",0,"Grundtarif",28,1,113
2008,31,"Alt-Wiedikon",1,"Verheiratetentarif",69,1,305
2008,31,"Alt-Wiedikon",2,"Einelternfamilientarif",9,0,102
2008,33,"Friesenberg",0,"Grundtarif",18,0,87
2008,33,"Friesenberg",1,"Verheiratetentarif",77,8,224
2008,33,"Friesenberg",2,"Einelternfamilientarif",8,0,40
2008,34,"Sihlfeld",0,"Grundtarif",18,0,91
2008,34,"Sihlfeld",1,"Verheiratetentarif",25.5,0,178
2008,34,"Sihlfeld",2,"Einelternfamilientarif",2,0,34
2008,41,"Werd",0,"Grundtarif",19,0,88
2008,41,"Werd",1,"Verheiratetentarif",35,0,229
2008,41,"Werd",2,"Einelternfamilientarif",11,0,69
2008,42,"Langstrasse",0,"Grundtarif",8,0,56
2008,42,"Langstrasse",1,"Verheiratetentarif",7,0,121
2008,42,"Langstrasse",2,"Einelternfamilientarif",1,0,48
2008,44,"Hard",0,"Grundtarif",7,0,51
2008,44,"Hard",1,"Verheiratetentarif",2,0,66.5
2008,44,"Hard",2,"Einelternfamilientarif",0,0,14
2008,51,"Gewerbeschule",0,"Grundtarif",15,0,77
2008,51,"Gewerbeschule",1,"Verheiratetentarif",21,0,152.5
2008,51,"Gewerbeschule",2,"Einelternfamilientarif",11.5,0,74.5
2008,52,"Escher Wyss",0,"Grundtarif",26,0,111
2008,52,"Escher Wyss",1,"Verheiratetentarif",90,5,373
2008,52,"Escher Wyss",2,"Einelternfamilientarif",16,0,105
2008,61,"Unterstrass",0,"Grundtarif",36,3,149
2008,61,"Unterstrass",1,"Verheiratetentarif",128,18,394
2008,61,"Unterstrass",2,"Einelternfamilientarif",20.5,0,103
2008,63,"Oberstrass",0,"Grundtarif",59,8,259
2008,63,"Oberstrass",1,"Verheiratetentarif",346.5,82.5,1059
2008,63,"Oberstrass",2,"Einelternfamilientarif",55,6,242
2008,71,"Fluntern",0,"Grundtarif",87,10,464
2008,71,"Fluntern",1,"Verheiratetentarif",631,149,2114
2008,71,"Fluntern",2,"Einelternfamilientarif",71,0,308
2008,72,"Hottingen",0,"Grundtarif",55,5,301
2008,72,"Hottingen",1,"Verheiratetentarif",380,94,1245
2008,72,"Hottingen",2,"Einelternfamilientarif",77,6,299
2008,73,"Hirslanden",0,"Grundtarif",49,6,233
2008,73,"Hirslanden",1,"Verheiratetentarif",265.5,54.5,939
2008,73,"Hirslanden",2,"Einelternfamilientarif",28,0,163
2008,74,"Witikon",0,"Grundtarif",78,9,349
2008,74,"Witikon",1,"Verheiratetentarif",302,65,946
2008,74,"Witikon",2,"Einelternfamilientarif",31.5,0,185
2008,81,"Seefeld",0,"Grundtarif",50,3,210
2008,81,"Seefeld",1,"Verheiratetentarif",200,39,788
2008,81,"Seefeld",2,"Einelternfamilientarif",46,2,179
2008,82,"Mühlebach",0,"Grundtarif",45,4,199
2008,82,"Mühlebach",1,"Verheiratetentarif",223.5,42,711
2008,82,"Mühlebach",2,"Einelternfamilientarif",44,3,278
2008,83,"Weinegg",0,"Grundtarif",43,3,227
2008,83,"Weinegg",1,"Verheiratetentarif",245.5,44,810.5
2008,83,"Weinegg",2,"Einelternfamilientarif",20,0,120
2008,91,"Albisrieden",0,"Grundtarif",28,1,132
2008,91,"Albisrieden",1,"Verheiratetentarif",112,11,364
2008,91,"Albisrieden",2,"Einelternfamilientarif",11,0,74
2008,92,"Altstetten",0,"Grundtarif",13,0,89
2008,92,"Altstetten",1,"Verheiratetentarif",35,0,200
2008,92,"Altstetten",2,"Einelternfamilientarif",0,0,22
2008,101,"Höngg",0,"Grundtarif",48,5,223
2008,101,"Höngg",1,"Verheiratetentarif",208,41,587
2008,101,"Höngg",2,"Einelternfamilientarif",21,0,111
2008,102,"Wipkingen",0,"Grundtarif",28,1,113
2008,102,"Wipkingen",1,"Verheiratetentarif",76.5,1,322
2008,102,"Wipkingen",2,"Einelternfamilientarif",13,0,79
2008,111,"Affoltern",0,"Grundtarif",14,0,83
2008,111,"Affoltern",1,"Verheiratetentarif",55,0,216
2008,111,"Affoltern",2,"Einelternfamilientarif",1,0,29
2008,115,"Oerlikon",0,"Grundtarif",25,0,125
2008,115,"Oerlikon",1,"Verheiratetentarif",85,2,343
2008,115,"Oerlikon",2,"Einelternfamilientarif",8,0,63
2008,119,"Seebach",0,"Grundtarif",13,0,82
2008,119,"Seebach",1,"Verheiratetentarif",40,0,223.5
2008,119,"Seebach",2,"Einelternfamilientarif",0,0,22
2008,121,"Saatlen",0,"Grundtarif",10,0,66
2008,121,"Saatlen",1,"Verheiratetentarif",24.5,0,140
2008,121,"Saatlen",2,"Einelternfamilientarif",1,0,21
2008,122,"Schwamendingen-Mitte",0,"Grundtarif",10,0,76
2008,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",20,0,182.5
2008,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",0,0,10
2008,123,"Hirzenbach",0,"Grundtarif",9,0,60
2008,123,"Hirzenbach",1,"Verheiratetentarif",23,0,137
2008,123,"Hirzenbach",2,"Einelternfamilientarif",0,0,12
2009,11,"Rathaus",0,"Grundtarif",34,0,206
2009,11,"Rathaus",1,"Verheiratetentarif",310.5,59,1087
2009,11,"Rathaus",2,"Einelternfamilientarif",101,5,236
2009,12,"Hochschulen",0,"Grundtarif",44,3,321
2009,12,"Hochschulen",1,"Verheiratetentarif",284.5,22,1202
2009,12,"Hochschulen",2,"Einelternfamilientarif",,,
2009,13,"Lindenhof",0,"Grundtarif",69,4,401
2009,13,"Lindenhof",1,"Verheiratetentarif",422,77,1886
2009,13,"Lindenhof",2,"Einelternfamilientarif",,,
2009,14,"City",0,"Grundtarif",20,0,113
2009,14,"City",1,"Verheiratetentarif",100,13.5,578
2009,14,"City",2,"Einelternfamilientarif",,,
2009,21,"Wollishofen",0,"Grundtarif",37,3,173
2009,21,"Wollishofen",1,"Verheiratetentarif",179,30,527
2009,21,"Wollishofen",2,"Einelternfamilientarif",19,0,105
2009,23,"Leimbach",0,"Grundtarif",30,0,158
2009,23,"Leimbach",1,"Verheiratetentarif",122.5,15,355.5
2009,23,"Leimbach",2,"Einelternfamilientarif",7,0,49.5
2009,24,"Enge",0,"Grundtarif",52,4,264
2009,24,"Enge",1,"Verheiratetentarif",269,45,912
2009,24,"Enge",2,"Einelternfamilientarif",44,1,183.5
2009,31,"Alt-Wiedikon",0,"Grundtarif",30,1,126
2009,31,"Alt-Wiedikon",1,"Verheiratetentarif",81,2,333.5
2009,31,"Alt-Wiedikon",2,"Einelternfamilientarif",14.5,0,122
2009,33,"Friesenberg",0,"Grundtarif",19,0,93
2009,33,"Friesenberg",1,"Verheiratetentarif",82.5,8,242
2009,33,"Friesenberg",2,"Einelternfamilientarif",7,0,49
2009,34,"Sihlfeld",0,"Grundtarif",18,0,96
2009,34,"Sihlfeld",1,"Verheiratetentarif",28,0,186
2009,34,"Sihlfeld",2,"Einelternfamilientarif",1,0,37.5
2009,41,"Werd",0,"Grundtarif",23,0,103
2009,41,"Werd",1,"Verheiratetentarif",41,0,215
2009,41,"Werd",2,"Einelternfamilientarif",21,0,81.5
2009,42,"Langstrasse",0,"Grundtarif",9,0,62
2009,42,"Langstrasse",1,"Verheiratetentarif",8,0,130
2009,42,"Langstrasse",2,"Einelternfamilientarif",0,0,66
2009,44,"Hard",0,"Grundtarif",7,0,53
2009,44,"Hard",1,"Verheiratetentarif",3,0,68
2009,44,"Hard",2,"Einelternfamilientarif",0,0,16
2009,51,"Gewerbeschule",0,"Grundtarif",15,0,82
2009,51,"Gewerbeschule",1,"Verheiratetentarif",25,0,174
2009,51,"Gewerbeschule",2,"Einelternfamilientarif",17.5,0,85
2009,52,"Escher Wyss",0,"Grundtarif",29,1,138
2009,52,"Escher Wyss",1,"Verheiratetentarif",133,8,435
2009,52,"Escher Wyss",2,"Einelternfamilientarif",39,1,120
2009,61,"Unterstrass",0,"Grundtarif",37,3,155
2009,61,"Unterstrass",1,"Verheiratetentarif",139,24,429.5
2009,61,"Unterstrass",2,"Einelternfamilientarif",23,0,117
2009,63,"Oberstrass",0,"Grundtarif",63,9,281
2009,63,"Oberstrass",1,"Verheiratetentarif",405,107,1214
2009,63,"Oberstrass",2,"Einelternfamilientarif",68,12.5,265
2009,71,"Fluntern",0,"Grundtarif",86,10,501
2009,71,"Fluntern",1,"Verheiratetentarif",705,165,2360
2009,71,"Fluntern",2,"Einelternfamilientarif",101,5,478
2009,72,"Hottingen",0,"Grundtarif",64,7,324.5
2009,72,"Hottingen",1,"Verheiratetentarif",446,111,1449
2009,72,"Hottingen",2,"Einelternfamilientarif",118.5,12,385
2009,73,"Hirslanden",0,"Grundtarif",49,6,233
2009,73,"Hirslanden",1,"Verheiratetentarif",310,64,1065
2009,73,"Hirslanden",2,"Einelternfamilientarif",40,2,197
2009,74,"Witikon",0,"Grundtarif",78.5,9,371
2009,74,"Witikon",1,"Verheiratetentarif",358,73,1091
2009,74,"Witikon",2,"Einelternfamilientarif",45,1.5,220
2009,81,"Seefeld",0,"Grundtarif",57,4,237
2009,81,"Seefeld",1,"Verheiratetentarif",225,51,809
2009,81,"Seefeld",2,"Einelternfamilientarif",52.5,0,267
2009,82,"Mühlebach",0,"Grundtarif",52,5,211
2009,82,"Mühlebach",1,"Verheiratetentarif",257,54,847
2009,82,"Mühlebach",2,"Einelternfamilientarif",30,0,244
2009,83,"Weinegg",0,"Grundtarif",46,3,236
2009,83,"Weinegg",1,"Verheiratetentarif",284,52,937
2009,83,"Weinegg",2,"Einelternfamilientarif",59,5,159
2009,91,"Albisrieden",0,"Grundtarif",30,1,144
2009,91,"Albisrieden",1,"Verheiratetentarif",124,13,401
2009,91,"Albisrieden",2,"Einelternfamilientarif",15,0,91
2009,92,"Altstetten",0,"Grundtarif",14,0,93
2009,92,"Altstetten",1,"Verheiratetentarif",41,0,221.5
2009,92,"Altstetten",2,"Einelternfamilientarif",0,0,24
2009,101,"Höngg",0,"Grundtarif",51,5,239
2009,101,"Höngg",1,"Verheiratetentarif",234,51,666
2009,101,"Höngg",2,"Einelternfamilientarif",25,0,144.5
2009,102,"Wipkingen",0,"Grundtarif",29,2,121.5
2009,102,"Wipkingen",1,"Verheiratetentarif",96,5,371
2009,102,"Wipkingen",2,"Einelternfamilientarif",21.5,0,105
2009,111,"Affoltern",0,"Grundtarif",15,0,89
2009,111,"Affoltern",1,"Verheiratetentarif",59,0,229
2009,111,"Affoltern",2,"Einelternfamilientarif",3,0,36
2009,115,"Oerlikon",0,"Grundtarif",27,0,135
2009,115,"Oerlikon",1,"Verheiratetentarif",107,3,392
2009,115,"Oerlikon",2,"Einelternfamilientarif",10.5,0,73
2009,119,"Seebach",0,"Grundtarif",14,0,88.5
2009,119,"Seebach",1,"Verheiratetentarif",46,0,244
2009,119,"Seebach",2,"Einelternfamilientarif",0,0,29
2009,121,"Saatlen",0,"Grundtarif",10,0,64.5
2009,121,"Saatlen",1,"Verheiratetentarif",27,0,151
2009,121,"Saatlen",2,"Einelternfamilientarif",1,0,25
2009,122,"Schwamendingen-Mitte",0,"Grundtarif",11,0,77
2009,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",19,0,184
2009,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",0,0,7
2009,123,"Hirzenbach",0,"Grundtarif",9,0,63
2009,123,"Hirzenbach",1,"Verheiratetentarif",23,0,143
2009,123,"Hirzenbach",2,"Einelternfamilientarif",0,0,14
2010,11,"Rathaus",0,"Grundtarif",33,0,194
2010,11,"Rathaus",1,"Verheiratetentarif",307,53,1013
2010,11,"Rathaus",2,"Einelternfamilientarif",96,3,403
2010,12,"Hochschulen",0,"Grundtarif",45,4,336
2010,12,"Hochschulen",1,"Verheiratetentarif",334.5,57,1453
2010,12,"Hochschulen",2,"Einelternfamilientarif",,,
2010,13,"Lindenhof",0,"Grundtarif",69,2,395
2010,13,"Lindenhof",1,"Verheiratetentarif",384.5,93,1494
2010,13,"Lindenhof",2,"Einelternfamilientarif",,,
2010,14,"City",0,"Grundtarif",18.5,0,114
2010,14,"City",1,"Verheiratetentarif",155,9,672
2010,14,"City",2,"Einelternfamilientarif",,,
2010,21,"Wollishofen",0,"Grundtarif",37,3,176
2010,21,"Wollishofen",1,"Verheiratetentarif",186,37,545
2010,21,"Wollishofen",2,"Einelternfamilientarif",17,0,90
2010,23,"Leimbach",0,"Grundtarif",30,1,148.5
2010,23,"Leimbach",1,"Verheiratetentarif",128,15,370
2010,23,"Leimbach",2,"Einelternfamilientarif",6,0,38
2010,24,"Enge",0,"Grundtarif",52,4,280
2010,24,"Enge",1,"Verheiratetentarif",280,45,991
2010,24,"Enge",2,"Einelternfamilientarif",36,2,141
2010,31,"Alt-Wiedikon",0,"Grundtarif",32,1,133
2010,31,"Alt-Wiedikon",1,"Verheiratetentarif",92,2,372
2010,31,"Alt-Wiedikon",2,"Einelternfamilientarif",21.5,0,107
2010,33,"Friesenberg",0,"Grundtarif",19,0,100
2010,33,"Friesenberg",1,"Verheiratetentarif",81,7,249.5
2010,33,"Friesenberg",2,"Einelternfamilientarif",8,0,58
2010,34,"Sihlfeld",0,"Grundtarif",18,0,97
2010,34,"Sihlfeld",1,"Verheiratetentarif",32,0,193
2010,34,"Sihlfeld",2,"Einelternfamilientarif",3,0,47
2010,41,"Werd",0,"Grundtarif",22,0,106
2010,41,"Werd",1,"Verheiratetentarif",40.5,0,224
2010,41,"Werd",2,"Einelternfamilientarif",25,0,108
2010,42,"Langstrasse",0,"Grundtarif",9,0,65
2010,42,"Langstrasse",1,"Verheiratetentarif",10,0,131
2010,42,"Langstrasse",2,"Einelternfamilientarif",3,0,70
2010,44,"Hard",0,"Grundtarif",8,0,53
2010,44,"Hard",1,"Verheiratetentarif",2,0,70
2010,44,"Hard",2,"Einelternfamilientarif",0,0,20.5
2010,51,"Gewerbeschule",0,"Grundtarif",17,0,85
2010,51,"Gewerbeschule",1,"Verheiratetentarif",28,0,192
2010,51,"Gewerbeschule",2,"Einelternfamilientarif",23.5,0,93
2010,52,"Escher Wyss",0,"Grundtarif",29,0,142
2010,52,"Escher Wyss",1,"Verheiratetentarif",145.5,13,431
2010,52,"Escher Wyss",2,"Einelternfamilientarif",52,0,182
2010,61,"Unterstrass",0,"Grundtarif",38,3,157
2010,61,"Unterstrass",1,"Verheiratetentarif",140,21,435.5
2010,61,"Unterstrass",2,"Einelternfamilientarif",26.5,0,132
2010,63,"Oberstrass",0,"Grundtarif",59,8,278
2010,63,"Oberstrass",1,"Verheiratetentarif",421.5,124,1187
2010,63,"Oberstrass",2,"Einelternfamilientarif",83,10,295
2010,71,"Fluntern",0,"Grundtarif",86,10,493
2010,71,"Fluntern",1,"Verheiratetentarif",715,171,2224
2010,71,"Fluntern",2,"Einelternfamilientarif",101,21,473
2010,72,"Hottingen",0,"Grundtarif",65,6,328
2010,72,"Hottingen",1,"Verheiratetentarif",456,109,1457
2010,72,"Hottingen",2,"Einelternfamilientarif",101,9,316
2010,73,"Hirslanden",0,"Grundtarif",51,8,240
2010,73,"Hirslanden",1,"Verheiratetentarif",303,59,1094
2010,73,"Hirslanden",2,"Einelternfamilientarif",32,1,164
2010,74,"Witikon",0,"Grundtarif",79,8,382
2010,74,"Witikon",1,"Verheiratetentarif",373,71,1156
2010,74,"Witikon",2,"Einelternfamilientarif",45,0,196
2010,81,"Seefeld",0,"Grundtarif",60,5,248
2010,81,"Seefeld",1,"Verheiratetentarif",263,57,897
2010,81,"Seefeld",2,"Einelternfamilientarif",50.5,4,228
2010,82,"Mühlebach",0,"Grundtarif",53,5,217
2010,82,"Mühlebach",1,"Verheiratetentarif",248.5,61,816
2010,82,"Mühlebach",2,"Einelternfamilientarif",28,0,190.5
2010,83,"Weinegg",0,"Grundtarif",50,4,261
2010,83,"Weinegg",1,"Verheiratetentarif",286,54,979
2010,83,"Weinegg",2,"Einelternfamilientarif",57,4,196.5
2010,91,"Albisrieden",0,"Grundtarif",31,1,145
2010,91,"Albisrieden",1,"Verheiratetentarif",121,11,412
2010,91,"Albisrieden",2,"Einelternfamilientarif",23,0,110
2010,92,"Altstetten",0,"Grundtarif",14,0,92
2010,92,"Altstetten",1,"Verheiratetentarif",39,0,220
2010,92,"Altstetten",2,"Einelternfamilientarif",0,0,23
2010,101,"Höngg",0,"Grundtarif",52,6,246
2010,101,"Höngg",1,"Verheiratetentarif",237,50,683
2010,101,"Höngg",2,"Einelternfamilientarif",30,0,125
2010,102,"Wipkingen",0,"Grundtarif",30,2,125
2010,102,"Wipkingen",1,"Verheiratetentarif",105,5,391
2010,102,"Wipkingen",2,"Einelternfamilientarif",19,0,92
2010,111,"Affoltern",0,"Grundtarif",15,0,91
2010,111,"Affoltern",1,"Verheiratetentarif",61,0,231
2010,111,"Affoltern",2,"Einelternfamilientarif",1,0,36
2010,115,"Oerlikon",0,"Grundtarif",28,0,137
2010,115,"Oerlikon",1,"Verheiratetentarif",116,4,400
2010,115,"Oerlikon",2,"Einelternfamilientarif",13,0,90
2010,119,"Seebach",0,"Grundtarif",14,0,87
2010,119,"Seebach",1,"Verheiratetentarif",45,0,238
2010,119,"Seebach",2,"Einelternfamilientarif",0,0,27
2010,121,"Saatlen",0,"Grundtarif",10,0,63
2010,121,"Saatlen",1,"Verheiratetentarif",29,0,157
2010,121,"Saatlen",2,"Einelternfamilientarif",0,0,21
2010,122,"Schwamendingen-Mitte",0,"Grundtarif",11,0,75.5
2010,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",19,0,185
2010,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",0,0,7
2010,123,"Hirzenbach",0,"Grundtarif",11,0,65
2010,123,"Hirzenbach",1,"Verheiratetentarif",23,0,140.5
2010,123,"Hirzenbach",2,"Einelternfamilientarif",0,0,14
2011,11,"Rathaus",0,"Grundtarif",43,1,225
2011,11,"Rathaus",1,"Verheiratetentarif",321,62,1095
2011,11,"Rathaus",2,"Einelternfamilientarif",73,8,445
2011,12,"Hochschulen",0,"Grundtarif",62.5,8,369
2011,12,"Hochschulen",1,"Verheiratetentarif",337.5,55,1415.5
2011,12,"Hochschulen",2,"Einelternfamilientarif",,,
2011,13,"Lindenhof",0,"Grundtarif",62.5,3,411
2011,13,"Lindenhof",1,"Verheiratetentarif",415,104,1720
2011,13,"Lindenhof",2,"Einelternfamilientarif",,,
2011,14,"City",0,"Grundtarif",20,2,129
2011,14,"City",1,"Verheiratetentarif",208.5,18,821.5
2011,14,"City",2,"Einelternfamilientarif",,,
2011,21,"Wollishofen",0,"Grundtarif",36,3,174
2011,21,"Wollishofen",1,"Verheiratetentarif",178.5,30,562
2011,21,"Wollishofen",2,"Einelternfamilientarif",19,0,101
2011,23,"Leimbach",0,"Grundtarif",30,1,152
2011,23,"Leimbach",1,"Verheiratetentarif",117.5,15,371
2011,23,"Leimbach",2,"Einelternfamilientarif",4,0,44
2011,24,"Enge",0,"Grundtarif",57,4,294
2011,24,"Enge",1,"Verheiratetentarif",283,49,1002
2011,24,"Enge",2,"Einelternfamilientarif",47,4,170
2011,31,"Alt-Wiedikon",0,"Grundtarif",34,1,142
2011,31,"Alt-Wiedikon",1,"Verheiratetentarif",105,4,405
2011,31,"Alt-Wiedikon",2,"Einelternfamilientarif",16,0,97
2011,33,"Friesenberg",0,"Grundtarif",19,0,100
2011,33,"Friesenberg",1,"Verheiratetentarif",83,6,260
2011,33,"Friesenberg",2,"Einelternfamilientarif",10,0,55
2011,34,"Sihlfeld",0,"Grundtarif",20,0,103
2011,34,"Sihlfeld",1,"Verheiratetentarif",33,0,200
2011,34,"Sihlfeld",2,"Einelternfamilientarif",2,0,46
2011,41,"Werd",0,"Grundtarif",26,0,110
2011,41,"Werd",1,"Verheiratetentarif",47,0,257
2011,41,"Werd",2,"Einelternfamilientarif",29.5,0,142
2011,42,"Langstrasse",0,"Grundtarif",10,0,67
2011,42,"Langstrasse",1,"Verheiratetentarif",10.5,0,159
2011,42,"Langstrasse",2,"Einelternfamilientarif",12,0,103
2011,44,"Hard",0,"Grundtarif",8,0,54
2011,44,"Hard",1,"Verheiratetentarif",3,0,72
2011,44,"Hard",2,"Einelternfamilientarif",0,0,17
2011,51,"Gewerbeschule",0,"Grundtarif",16,0,87
2011,51,"Gewerbeschule",1,"Verheiratetentarif",33,0,216
2011,51,"Gewerbeschule",2,"Einelternfamilientarif",25,0,110
2011,52,"Escher Wyss",0,"Grundtarif",31.5,0,148
2011,52,"Escher Wyss",1,"Verheiratetentarif",147,12,459
2011,52,"Escher Wyss",2,"Einelternfamilientarif",58,0,251
2011,61,"Unterstrass",0,"Grundtarif",37,2,164
2011,61,"Unterstrass",1,"Verheiratetentarif",150,25,452
2011,61,"Unterstrass",2,"Einelternfamilientarif",30,0,153
2011,63,"Oberstrass",0,"Grundtarif",61,8,285
2011,63,"Oberstrass",1,"Verheiratetentarif",424,127,1239
2011,63,"Oberstrass",2,"Einelternfamilientarif",89,21,277
2011,71,"Fluntern",0,"Grundtarif",90,9,522
2011,71,"Fluntern",1,"Verheiratetentarif",736.5,177.5,2292.5
2011,71,"Fluntern",2,"Einelternfamilientarif",121,25,545
2011,72,"Hottingen",0,"Grundtarif",68,5,342
2011,72,"Hottingen",1,"Verheiratetentarif",458,110,1533
2011,72,"Hottingen",2,"Einelternfamilientarif",114.5,15,327
2011,73,"Hirslanden",0,"Grundtarif",55,8,250
2011,73,"Hirslanden",1,"Verheiratetentarif",317.5,67.5,1188.5
2011,73,"Hirslanden",2,"Einelternfamilientarif",43,0,190
2011,74,"Witikon",0,"Grundtarif",81,8,391
2011,74,"Witikon",1,"Verheiratetentarif",373.5,82,1174
2011,74,"Witikon",2,"Einelternfamilientarif",31,1,159.5
2011,81,"Seefeld",0,"Grundtarif",59.5,6,256
2011,81,"Seefeld",1,"Verheiratetentarif",263.5,55.5,873
2011,81,"Seefeld",2,"Einelternfamilientarif",45.5,0,242
2011,82,"Mühlebach",0,"Grundtarif",55,4,242
2011,82,"Mühlebach",1,"Verheiratetentarif",261,52,846
2011,82,"Mühlebach",2,"Einelternfamilientarif",49,0,228
2011,83,"Weinegg",0,"Grundtarif",52,3,251
2011,83,"Weinegg",1,"Verheiratetentarif",293.5,51,1034
2011,83,"Weinegg",2,"Einelternfamilientarif",50,7,185
2011,91,"Albisrieden",0,"Grundtarif",30,1,144
2011,91,"Albisrieden",1,"Verheiratetentarif",128,12,418
2011,91,"Albisrieden",2,"Einelternfamilientarif",18.5,0,99
2011,92,"Altstetten",0,"Grundtarif",14,0,94
2011,92,"Altstetten",1,"Verheiratetentarif",38,0,218
2011,92,"Altstetten",2,"Einelternfamilientarif",0,0,30
2011,101,"Höngg",0,"Grundtarif",52,5,247
2011,101,"Höngg",1,"Verheiratetentarif",239,52,687
2011,101,"Höngg",2,"Einelternfamilientarif",35,0,135
2011,102,"Wipkingen",0,"Grundtarif",33,2,135
2011,102,"Wipkingen",1,"Verheiratetentarif",105,7,390
2011,102,"Wipkingen",2,"Einelternfamilientarif",23,0,99
2011,111,"Affoltern",0,"Grundtarif",16,0,90
2011,111,"Affoltern",1,"Verheiratetentarif",58,0,227
2011,111,"Affoltern",2,"Einelternfamilientarif",2,0,37
2011,115,"Oerlikon",0,"Grundtarif",30,0,140
2011,115,"Oerlikon",1,"Verheiratetentarif",117,4,408
2011,115,"Oerlikon",2,"Einelternfamilientarif",12,0,85
2011,119,"Seebach",0,"Grundtarif",14,0,93
2011,119,"Seebach",1,"Verheiratetentarif",46,0,245
2011,119,"Seebach",2,"Einelternfamilientarif",0,0,25
2011,121,"Saatlen",0,"Grundtarif",8,0,60
2011,121,"Saatlen",1,"Verheiratetentarif",32.5,0,170
2011,121,"Saatlen",2,"Einelternfamilientarif",2,0,26
2011,122,"Schwamendingen-Mitte",0,"Grundtarif",10,0,77
2011,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",18,0,186
2011,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",0,0,9
2011,123,"Hirzenbach",0,"Grundtarif",10,0,64
2011,123,"Hirzenbach",1,"Verheiratetentarif",22,0,143
2011,123,"Hirzenbach",2,"Einelternfamilientarif",0,0,12
2012,11,"Rathaus",0,"Grundtarif",42,0,236
2012,11,"Rathaus",1,"Verheiratetentarif",291.5,55.5,1174.5
2012,11,"Rathaus",2,"Einelternfamilientarif",63,6,229
2012,12,"Hochschulen",0,"Grundtarif",50,8,385
2012,12,"Hochschulen",1,"Verheiratetentarif",417,62,1934
2012,12,"Hochschulen",2,"Einelternfamilientarif",,,
2012,13,"Lindenhof",0,"Grundtarif",73,4,435
2012,13,"Lindenhof",1,"Verheiratetentarif",419.5,99,1748
2012,13,"Lindenhof",2,"Einelternfamilientarif",,,
2012,14,"City",0,"Grundtarif",18,0,124
2012,14,"City",1,"Verheiratetentarif",239.5,18,1002
2012,14,"City",2,"Einelternfamilientarif",,,
2012,21,"Wollishofen",0,"Grundtarif",36,2,176
2012,21,"Wollishofen",1,"Verheiratetentarif",197,36,618
